,Idade,Salario_anual,Situacao_prop,Tempo_trabalho,Motivo_emprest,Pont_emprest,Total_emprest,Tx_juros,Possib_inadimp,Renda_pecentual,Periodo,Inadimplente
25417,26.0,120000.0,Mortgage,0.0,Personal,C,20000.0,13.85,0.0,0.17,3,N
25418,30.0,59500.0,Mortgage,15.0,Homeimprovement,A,15000.0,6.54,0.0,0.25,8,N
25419,23.0,46000.0,Mortgage,2.0,Medical,B,10000.0,10.36,0.0,0.22,3,N
25420,22.0,11000.0,Rent,3.0,Homeimprovement,B,3800.0,8.88,1.0,0.35,4,N
25421,24.0,26400.0,Rent,5.0,Medical,A,5000.0,7.9,0.0,0.19,4,N
25422,25.0,53000.0,Rent,9.0,Homeimprovement,A,6000.0,7.9,0.0,0.11,4,N
25423,22.0,60000.0,Mortgage,6.0,Medical,B,5000.0,11.83,0.0,0.08,4,N
25424,25.0,30000.0,Rent,3.0,Education,C,8500.0,13.98,0.0,0.28,4,Y
25425,25.0,80000.0,Mortgage,9.0,Medical,A,3000.0,6.17,0.0,0.04,4,N
25426,23.0,70000.0,Rent,1.0,Medical,B,10000.0,9.99,0.0,0.14,4,N
25427,30.0,64698.0,Rent,11.0,Medical,D,9000.0,16.0,1.0,0.12,5,Y
25428,23.0,42000.0,Rent,4.0,Education,C,12000.0,13.49,0.0,0.29,2,N
25429,25.0,89000.0,Mortgage,9.0,Medical,A,14000.0,7.49,0.0,0.16,2,N
25430,34.0,63000.0,Mortgage,3.0,Debtconsolidation,B,15000.0,10.99,0.0,0.24,9,N
25431,22.0,26000.0,Rent,6.0,Personal,B,5000.0,11.99,0.0,0.19,2,N
25432,54.0,22880.0,Rent,6.0,Medical,B,7500.0,11.89,1.0,0.33,22,N
25433,23.0,108000.0,Mortgage,1.0,Education,B,14000.0,11.89,0.0,0.13,2,N
25434,23.0,96060.0,Mortgage,7.0,Medical,A,10000.0,5.42,0.0,0.1,2,N
25435,26.0,114000.0,Mortgage,4.0,Homeimprovement,B,6000.0,10.0,1.0,0.05,2,N
25436,22.0,30000.0,Mortgage,0.0,Venture,B,5000.0,11.48,0.0,0.17,4,N
25437,30.0,21300.0,Rent,1.0,Debtconsolidation,C,4000.0,12.87,0.0,0.19,7,Y
25438,24.0,127000.0,Mortgage,3.0,Homeimprovement,D,12000.0,15.05,0.0,0.09,3,Y
25439,22.0,56755.0,Rent,5.0,Education,B,12000.0,10.99,0.0,0.21,2,N
25440,40.0,100010.0,Mortgage,11.0,Medical,B,8000.0,9.99,0.0,0.08,15,N
25441,24.0,96000.0,Rent,6.0,Venture,B,7000.0,9.91,0.0,0.07,3,N
25442,37.0,55236.0,Mortgage,9.0,Venture,A,6500.0,6.03,0.0,0.12,16,N
25443,25.0,59004.0,Rent,1.0,Homeimprovement,D,20000.0,14.84,1.0,0.34,4,N
25444,25.0,33996.0,Rent,0.0,Venture,A,5000.0,9.38,0.0,0.15,3,N
25445,38.0,78000.0,Mortgage,8.0,Education,A,6250.0,6.76,0.0,0.08,16,N
25446,28.0,56461.0,Rent,5.0,Education,E,5400.0,15.68,0.0,0.1,6,Y
25447,24.0,38400.0,Other,0.0,Venture,E,8000.0,16.0,0.0,0.21,2,Y
25448,37.0,32000.0,Rent,4.0,Debtconsolidation,C,10000.0,13.79,1.0,0.31,15,N
25449,27.0,31200.0,Rent,0.0,Venture,C,6000.0,13.49,0.0,0.19,7,Y
25450,52.0,69996.0,Own,3.0,Personal,B,12000.0,11.11,0.0,0.17,22,N
25451,25.0,55000.0,Rent,3.0,Homeimprovement,B,6000.0,11.0,0.0,0.11,3,N
25452,23.0,61455.0,Mortgage,0.0,Medical,E,15000.0,16.82,1.0,0.21,3,N
25453,36.0,53000.0,Rent,1.0,Education,A,3500.0,9.32,0.0,0.07,17,N
25454,29.0,58000.0,Mortgage,13.0,Homeimprovement,A,14000.0,7.51,0.0,0.24,7,N
25455,23.0,80038.0,Rent,3.0,Personal,B,10000.0,10.59,0.0,0.12,2,N
25456,24.0,42000.0,Mortgage,9.0,Debtconsolidation,A,11000.0,5.42,0.0,0.26,4,N
25457,25.0,61680.0,Rent,1.0,Venture,C,7600.0,13.23,1.0,0.12,4,N
25458,27.0,50000.0,Mortgage,3.0,Homeimprovement,B,15000.0,9.88,0.0,0.3,5,N
25459,30.0,30000.0,Rent,3.0,Education,C,4500.0,13.92,0.0,0.15,8,N
25460,24.0,63000.0,Mortgage,8.0,Personal,F,20000.0,19.13,0.0,0.32,3,Y
25461,25.0,60000.0,Rent,3.0,Personal,A,17000.0,6.91,0.0,0.28,2,N
25462,29.0,85000.0,Rent,1.0,Personal,B,35000.0,11.99,1.0,0.41,8,N
25463,23.0,24000.0,Rent,2.0,Medical,B,2800.0,11.49,1.0,0.12,4,N
25464,32.0,88500.0,Mortgage,5.0,Medical,C,2700.0,14.27,0.0,0.03,10,N
25465,26.0,72000.0,Rent,4.0,Homeimprovement,B,4800.0,11.86,0.0,0.07,3,N
25466,21.0,42000.0,Rent,5.0,Venture,D,1000.0,15.58,1.0,0.02,4,N
25467,48.0,33500.0,Rent,1.0,Homeimprovement,D,1500.0,14.74,1.0,0.04,11,N
25468,22.0,28800.0,Rent,6.0,Medical,B,8000.0,11.49,0.0,0.28,2,N
25469,27.0,88000.0,Mortgage,8.0,Personal,B,14400.0,11.71,0.0,0.16,6,N
25470,21.0,50500.0,Rent,0.0,Medical,B,5000.0,10.37,0.0,0.1,3,N
25471,39.0,168000.0,Rent,2.0,Homeimprovement,E,18000.0,17.93,1.0,0.11,11,N
25472,24.0,33600.0,Own,8.0,Venture,A,2500.0,6.39,0.0,0.07,3,N
25473,24.0,75000.0,Mortgage,4.0,Homeimprovement,A,15000.0,6.03,0.0,0.2,2,N
25474,26.0,31200.0,Rent,4.0,Personal,C,8325.0,13.49,0.0,0.27,3,N
25475,23.0,60000.0,Mortgage,5.0,Debtconsolidation,C,5600.0,14.22,1.0,0.09,4,Y
25476,35.0,48000.0,Rent,3.0,Medical,B,11500.0,11.11,0.0,0.24,9,N
25477,27.0,69592.0,Mortgage,4.0,Medical,B,6500.0,10.74,0.0,0.09,10,N
25478,25.0,40000.0,Rent,2.0,Medical,B,6000.0,10.65,0.0,0.15,3,N
25479,25.0,53000.0,Rent,3.0,Homeimprovement,C,5000.0,12.53,0.0,0.09,3,Y
25480,24.0,48000.0,Rent,8.0,Medical,C,6000.0,12.22,0.0,0.13,4,Y
25481,32.0,51000.0,Mortgage,2.0,Debtconsolidation,B,15000.0,11.36,0.0,0.29,9,N
25482,28.0,79701.0,Rent,11.0,Personal,C,20000.0,13.92,0.0,0.25,7,N
25483,33.0,105000.0,Mortgage,12.0,Homeimprovement,A,7000.0,7.74,0.0,0.07,10,N
25484,24.0,48000.0,Own,5.0,Venture,A,4400.0,5.99,0.0,0.09,4,N
25485,25.0,100000.0,Rent,9.0,Homeimprovement,C,20000.0,13.06,0.0,0.2,2,N
25486,26.0,33000.0,Rent,3.0,Personal,B,10000.0,11.71,0.0,0.3,3,N
25487,40.0,30000.0,Own,4.0,Homeimprovement,C,5000.0,13.43,0.0,0.17,11,Y
25488,23.0,28000.0,Rent,0.0,Debtconsolidation,B,3000.0,10.25,0.0,0.11,4,N
25489,28.0,91000.0,Mortgage,6.0,Personal,B,15000.0,9.88,0.0,0.16,9,N
25490,29.0,37200.0,Rent,3.0,Debtconsolidation,E,3000.0,19.29,1.0,0.08,5,Y
25491,24.0,51000.0,Own,6.0,Venture,B,6000.0,10.75,0.0,0.12,2,N
25492,24.0,38268.0,Mortgage,4.0,Personal,B,6000.0,9.88,0.0,0.16,4,N
25493,24.0,140000.0,Mortgage,8.0,Homeimprovement,B,25000.0,10.36,0.0,0.18,2,N
25494,24.0,30000.0,Rent,2.0,Debtconsolidation,C,3350.0,14.72,0.0,0.11,2,Y
25495,34.0,136625.0,Mortgage,3.0,Venture,A,15000.0,7.88,0.0,0.11,6,N
25496,26.0,60000.0,Mortgage,3.0,Personal,A,11500.0,7.88,0.0,0.19,2,N
25497,27.0,91200.0,Rent,3.0,Debtconsolidation,C,5000.0,13.49,0.0,0.05,10,Y
25498,37.0,72000.0,Mortgage,12.0,Venture,A,5600.0,5.42,0.0,0.08,15,N
25499,25.0,33000.0,Rent,6.0,Personal,B,3000.0,10.95,0.0,0.09,4,N
25500,28.0,18000.0,Own,12.0,Venture,C,3500.0,14.22,1.0,0.19,5,N
25501,28.0,50176.0,Rent,3.0,Medical,B,5000.0,10.59,0.0,0.1,9,N
25502,26.0,30000.0,Rent,2.0,Medical,B,7000.0,10.71,0.0,0.23,4,N
25503,28.0,51000.0,Mortgage,12.0,Venture,A,8000.0,7.51,0.0,0.16,5,N
25504,36.0,51000.0,Mortgage,4.0,Homeimprovement,B,4775.0,11.14,0.0,0.09,14,N
25505,22.0,60000.0,Rent,0.0,Venture,B,25475.0,10.99,1.0,0.42,3,N
25506,29.0,53004.0,Mortgage,2.0,Homeimprovement,A,15000.0,9.63,0.0,0.28,10,N
25507,27.0,40800.0,Mortgage,3.0,Debtconsolidation,A,2000.0,7.29,1.0,0.05,5,N
25508,22.0,38004.0,Rent,0.0,Medical,B,4100.0,11.49,0.0,0.11,4,N
25509,25.0,36000.0,Rent,3.0,Venture,A,3500.0,6.62,0.0,0.1,3,N
25510,28.0,118000.0,Mortgage,6.0,Personal,G,25000.0,20.11,1.0,0.21,6,Y
25511,31.0,96000.0,Mortgage,4.0,Medical,A,9600.0,5.99,0.0,0.1,5,N
25512,23.0,119500.0,Mortgage,4.0,Personal,A,24000.0,7.51,0.0,0.2,2,N
25513,25.0,44000.0,Rent,2.0,Personal,D,10000.0,15.65,1.0,0.23,2,N
25514,27.0,140000.0,Rent,0.0,Venture,B,5000.0,9.99,0.0,0.04,8,N
25515,23.0,45000.0,Mortgage,0.0,Debtconsolidation,A,1450.0,11.0,0.0,0.03,2,N
25516,29.0,21996.0,Rent,4.0,Debtconsolidation,C,2500.0,13.11,1.0,0.11,8,Y
25517,25.0,150000.0,Mortgage,9.0,Medical,B,25000.0,10.37,0.0,0.17,2,N
25518,22.0,71004.0,Rent,6.0,Education,B,1800.0,11.12,0.0,0.03,4,N
25519,34.0,65000.0,Rent,3.0,Homeimprovement,A,20000.0,6.54,1.0,0.31,5,N
25520,28.0,93200.0,Rent,1.0,Venture,A,8800.0,7.88,0.0,0.09,7,N
25521,22.0,60000.0,Rent,0.0,Personal,A,13200.0,8.49,0.0,0.22,3,N
25522,24.0,90000.0,Rent,1.0,Homeimprovement,B,19500.0,9.76,0.0,0.22,2,N
25523,22.0,34900.0,Mortgage,4.0,Debtconsolidation,D,3600.0,15.7,1.0,0.1,4,N
25524,25.0,45000.0,Rent,1.0,Debtconsolidation,B,10000.0,11.89,0.0,0.22,3,N
25525,21.0,30000.0,Mortgage,4.0,Debtconsolidation,A,14000.0,9.38,0.0,0.47,4,N
25526,22.0,101000.0,Mortgage,7.0,Education,D,25000.0,11.0,0.0,0.25,3,Y
25527,37.0,14000.0,Rent,0.0,Debtconsolidation,B,2400.0,11.0,1.0,0.17,11,N
25528,25.0,97000.0,Mortgage,9.0,Personal,C,8000.0,11.0,0.0,0.08,4,N
25529,27.0,36000.0,Mortgage,6.0,Homeimprovement,C,7000.0,12.98,0.0,0.19,7,Y
25530,24.0,62000.0,Mortgage,8.0,Education,B,7750.0,10.0,0.0,0.13,2,N
25531,23.0,56000.0,Own,7.0,Education,B,20000.0,11.0,0.0,0.36,3,N
25532,27.0,100000.0,Mortgage,1.0,Homeimprovement,A,12000.0,6.03,0.0,0.12,6,N
25533,24.0,43000.0,Mortgage,8.0,Debtconsolidation,D,10000.0,16.89,1.0,0.23,4,N
25534,36.0,140000.0,Mortgage,21.0,Personal,A,8000.0,6.99,0.0,0.06,11,N
25535,28.0,65000.0,Own,1.0,Venture,B,7500.0,10.96,0.0,0.12,5,N
25536,24.0,22000.0,Rent,8.0,Education,A,11000.0,7.51,1.0,0.5,2,N
25537,22.0,27376.0,Rent,0.0,Education,C,10000.0,10.28,1.0,0.37,3,N
25538,26.0,175000.0,Mortgage,3.0,Venture,A,2600.0,8.9,0.0,0.01,4,N
25539,24.0,49000.0,Mortgage,2.0,Venture,D,7000.0,13.17,0.0,0.14,4,Y
25540,32.0,145000.0,Mortgage,1.0,Debtconsolidation,B,20000.0,11.36,0.0,0.14,8,N
25541,23.0,54000.0,Rent,0.0,Debtconsolidation,B,12000.0,12.42,1.0,0.22,2,N
25542,25.0,33500.0,Rent,2.0,Medical,B,10000.0,10.25,0.0,0.3,3,N
25543,24.0,56000.0,Rent,6.0,Personal,A,9000.0,7.29,0.0,0.16,2,N
25544,21.0,64424.0,Rent,3.0,Personal,A,5000.0,6.03,0.0,0.08,4,N
25545,25.0,33000.0,Rent,5.0,Venture,B,1500.0,11.48,0.0,0.05,4,N
25546,25.0,36000.0,Mortgage,3.0,Venture,B,5000.0,11.0,0.0,0.14,4,N
25547,25.0,55000.0,Rent,7.0,Medical,C,8500.0,14.22,0.0,0.15,2,N
25548,26.0,32000.0,Rent,2.0,Medical,C,6500.0,14.22,0.0,0.2,2,Y
25549,27.0,51200.0,Rent,11.0,Education,D,18000.0,14.96,1.0,0.35,8,Y
25550,24.0,63000.0,Mortgage,0.0,Venture,B,6000.0,9.91,0.0,0.1,4,N
25551,24.0,23000.0,Rent,1.0,Debtconsolidation,B,7200.0,12.69,1.0,0.31,2,N
25552,29.0,92200.0,Rent,7.0,Venture,D,25000.0,14.96,0.0,0.27,5,N
25553,46.0,35000.0,Rent,1.0,Venture,A,1000.0,7.9,0.0,0.03,12,N
25554,26.0,48000.0,Rent,0.0,Debtconsolidation,B,13000.0,11.26,0.0,0.27,3,N
25555,29.0,28000.0,Rent,0.0,Medical,C,10000.0,12.84,1.0,0.36,7,Y
25556,27.0,85000.0,Own,6.0,Venture,A,20000.0,7.88,0.0,0.24,6,N
25557,34.0,40000.0,Rent,2.0,Venture,B,5000.0,12.53,0.0,0.13,10,N
25558,22.0,60000.0,Mortgage,7.0,Education,D,10000.0,11.0,0.0,0.17,3,N
25559,24.0,50000.0,Rent,4.0,Debtconsolidation,A,14400.0,11.0,0.0,0.29,2,N
25560,40.0,55000.0,Rent,4.0,Debtconsolidation,D,8000.0,6.03,1.0,0.71,8,N
25561,23.0,40000.0,Rent,5.0,Debtconsolidation,B,2000.0,11.71,0.0,0.05,4,N
25562,27.0,34400.0,Mortgage,4.0,Venture,C,7500.0,11.0,0.0,0.22,9,Y
25563,21.0,15000.0,Rent,0.0,Personal,D,3600.0,15.95,1.0,0.24,2,N
25564,45.0,54000.0,Rent,1.0,Debtconsolidation,B,19425.0,11.99,1.0,0.36,17,N
25565,33.0,26400.0,Own,13.0,Venture,B,7000.0,11.36,0.0,0.27,9,N
25566,24.0,60000.0,Rent,7.0,Personal,A,8400.0,6.17,0.0,0.14,3,N
25567,26.0,40610.0,Mortgage,7.0,Homeimprovement,A,3500.0,7.14,0.0,0.09,4,N
25568,22.0,115000.0,Rent,4.0,Medical,A,4800.0,7.88,0.0,0.04,2,N
25569,26.0,70000.0,Mortgage,3.0,Education,C,3500.0,14.35,0.0,0.05,3,N
25570,36.0,100000.0,Rent,14.0,Debtconsolidation,A,5000.0,7.66,0.0,0.05,11,N
25571,21.0,41004.0,Mortgage,5.0,Venture,B,24250.0,10.75,0.0,0.59,2,N
25572,24.0,37000.0,Mortgage,3.0,Medical,A,6075.0,5.99,0.0,0.16,3,N
25573,31.0,150000.0,Rent,4.0,Education,D,35000.0,18.25,1.0,0.23,6,N
25574,22.0,50000.0,Mortgage,0.0,Personal,B,2500.0,12.18,0.0,0.05,4,N
25575,21.0,18000.0,Rent,2.0,Homeimprovement,C,5800.0,14.72,1.0,0.32,2,Y
25576,32.0,25000.0,Rent,3.0,Homeimprovement,C,2000.0,13.16,1.0,0.08,8,Y
25577,37.0,45000.0,Rent,1.0,Personal,B,9000.0,11.71,1.0,0.2,12,N
25578,25.0,20000.0,Rent,0.0,Venture,C,3500.0,10.28,0.0,0.17,2,Y
25579,26.0,52880.0,Rent,6.0,Medical,D,8000.0,18.25,0.0,0.1,16,N
25580,23.0,28000.0,Mortgage,7.0,Debtconsolidation,D,9500.0,15.62,1.0,0.34,2,N
25581,24.0,100000.0,Other,1.0,Medical,B,25000.0,11.0,0.0,0.25,3,N
25582,35.0,40000.0,Own,5.0,Venture,A,8000.0,7.66,0.0,0.2,6,N
25583,25.0,55000.0,Rent,2.0,Homeimprovement,C,10700.0,6.03,1.0,0.33,3,N
25584,26.0,82000.0,Mortgage,1.0,Venture,C,5000.0,13.47,0.0,0.06,2,Y
25585,26.0,80004.0,Mortgage,4.0,Education,B,15000.0,11.86,0.0,0.19,3,N
25586,35.0,33000.0,Rent,2.0,Venture,C,7600.0,15.27,0.0,0.23,6,N
25587,26.0,98000.0,Mortgage,5.0,Medical,A,12000.0,8.49,0.0,0.12,3,N
25588,25.0,30000.0,Mortgage,5.0,Education,B,3600.0,12.42,0.0,0.12,4,N
25589,25.0,61000.0,Rent,9.0,Education,A,6000.0,11.0,0.0,0.1,4,N
25590,25.0,30000.0,Rent,1.0,Education,B,3075.0,10.59,0.0,0.1,2,N
25591,30.0,57600.0,Rent,5.0,Personal,A,8500.0,11.0,0.0,0.15,5,N
25592,21.0,38400.0,Rent,5.0,Venture,B,2000.0,11.0,0.0,0.05,2,N
25593,35.0,62217.0,Rent,15.0,Education,A,3700.0,11.0,0.0,0.06,8,N
25594,23.0,65000.0,Mortgage,2.0,Education,B,15000.0,10.95,0.0,0.23,3,N
25595,37.0,26500.0,Rent,11.0,Medical,C,2000.0,13.16,0.0,0.08,12,N
25596,40.0,15864.0,Rent,4.0,Medical,B,2375.0,11.11,0.0,0.15,12,N
25597,24.0,54996.0,Rent,5.0,Medical,C,10000.0,12.99,0.0,0.18,2,N
25598,25.0,79992.0,Mortgage,9.0,Education,A,10000.0,6.03,0.0,0.13,2,N
25599,44.0,99996.0,Mortgage,4.0,Venture,C,14400.0,12.23,0.0,0.14,16,Y
25600,31.0,44000.0,Rent,4.0,Homeimprovement,B,8000.0,10.38,0.0,0.08,10,N
25601,22.0,28000.0,Rent,6.0,Education,B,15000.0,10.99,1.0,0.54,2,N
25602,32.0,64500.0,Mortgage,3.0,Education,C,19400.0,13.11,1.0,0.3,10,Y
25603,23.0,100000.0,Mortgage,1.0,Personal,B,9125.0,11.11,0.0,0.09,3,N
25604,29.0,76596.0,Mortgage,14.0,Homeimprovement,C,17600.0,13.16,0.0,0.23,7,N
25605,21.0,35000.0,Rent,0.0,Medical,B,3500.0,9.62,0.0,0.1,2,N
25606,40.0,275004.0,Mortgage,2.0,Medical,B,24500.0,10.99,0.0,0.09,13,N
25607,31.0,33000.0,Own,6.0,Debtconsolidation,D,5000.0,14.96,0.0,0.15,6,N
25608,24.0,64000.0,Mortgage,8.0,Personal,A,14500.0,5.42,1.0,0.23,2,N
25609,35.0,48000.0,Mortgage,8.0,Homeimprovement,C,2000.0,11.97,0.0,0.04,9,N
25610,29.0,36000.0,Own,4.0,Homeimprovement,A,5300.0,7.14,0.0,0.15,6,N
25611,21.0,57500.0,Mortgage,6.0,Venture,A,8000.0,11.0,1.0,0.32,2,N
25612,26.0,34138.0,Rent,3.0,Debtconsolidation,B,12000.0,10.39,1.0,0.35,2,N
25613,30.0,41000.0,Mortgage,1.0,Homeimprovement,C,10000.0,12.73,0.0,0.24,10,Y
25614,32.0,54996.0,Rent,4.0,Venture,A,15000.0,6.54,0.0,0.27,5,N
25615,22.0,80000.0,Mortgage,3.0,Debtconsolidation,A,6000.0,7.4,0.0,0.07,3,N
25616,28.0,52000.0,Rent,0.0,Debtconsolidation,B,7000.0,11.0,0.0,0.13,9,N
25617,31.0,65000.0,Mortgage,4.0,Debtconsolidation,B,20000.0,11.71,0.0,0.31,9,N
25618,24.0,180000.0,Rent,8.0,Education,E,18000.0,18.64,0.0,0.1,4,Y
25619,27.0,35000.0,Rent,11.0,Venture,A,10000.0,8.49,0.0,0.29,6,N
25620,22.0,60000.0,Rent,0.0,Education,A,6025.0,11.0,0.0,0.1,4,N
25621,22.0,33996.0,Rent,3.0,Education,A,2000.0,8.0,0.0,0.06,2,N
25622,23.0,62510.0,Mortgage,5.0,Education,B,12000.0,10.74,0.0,0.19,4,N
25623,41.0,24000.0,Rent,2.0,Medical,D,4000.0,16.07,1.0,0.17,16,N
25624,21.0,34000.0,Other,3.0,Venture,E,9600.0,15.68,1.0,0.28,2,Y
25625,27.0,86260.0,Mortgage,11.0,Education,C,18000.0,13.72,1.0,0.21,7,Y
25626,23.0,42000.0,Rent,2.0,Venture,A,4000.0,5.79,0.0,0.1,4,N
25627,27.0,26237.0,Rent,0.0,Medical,C,12000.0,13.22,1.0,0.46,7,N
25628,26.0,160000.0,Rent,6.0,Personal,C,25000.0,12.23,0.0,0.16,4,Y
25629,21.0,26000.0,Rent,2.0,Education,E,7750.0,16.7,1.0,0.3,3,N
25630,37.0,64680.0,Rent,10.0,Debtconsolidation,B,3000.0,12.53,0.0,0.05,14,N
25631,31.0,31692.0,Rent,2.0,Venture,D,13150.0,13.24,1.0,0.41,5,Y
25632,22.0,44160.0,Rent,7.0,Venture,D,12000.0,13.24,0.0,0.27,2,Y
25633,25.0,84000.0,Mortgage,9.0,Venture,B,5000.0,10.99,0.0,0.06,2,N
25634,23.0,69996.0,Mortgage,4.0,Venture,A,4000.0,8.0,0.0,0.06,2,N
25635,23.0,105000.0,Rent,7.0,Medical,B,7200.0,11.71,0.0,0.07,2,N
25636,23.0,30000.0,Rent,0.0,Education,C,8400.0,14.65,0.0,0.28,3,N
25637,22.0,62322.0,Rent,7.0,Education,B,10000.0,11.0,0.0,0.16,2,N
25638,41.0,52000.0,Mortgage,25.0,Debtconsolidation,A,1500.0,8.32,0.0,0.03,14,N
25639,24.0,133300.0,Rent,6.0,Debtconsolidation,B,25000.0,10.37,0.0,0.19,2,N
25640,23.0,33500.0,Rent,2.0,Medical,E,2500.0,15.68,1.0,0.07,4,Y
25641,26.0,55316.0,Own,10.0,Homeimprovement,A,6000.0,5.42,0.0,0.11,3,N
25642,25.0,96050.0,Rent,9.0,Medical,D,6500.0,14.61,1.0,0.06,2,N
25643,24.0,65000.0,Rent,1.0,Venture,B,6400.0,9.99,0.0,0.1,4,N
25644,26.0,50000.0,Mortgage,10.0,Debtconsolidation,A,5400.0,8.9,0.0,0.11,2,N
25645,27.0,100000.0,Mortgage,1.0,Homeimprovement,A,20000.0,6.17,0.0,0.2,7,N
25646,22.0,91000.0,Rent,2.0,Personal,B,8000.0,11.86,0.0,0.09,3,N
25647,23.0,55000.0,Mortgage,6.0,Education,B,8000.0,9.88,0.0,0.15,3,N
25648,29.0,36000.0,Rent,0.0,Medical,B,14400.0,10.62,1.0,0.4,6,N
25649,30.0,53000.0,Rent,4.0,Debtconsolidation,A,12000.0,6.03,0.0,0.23,7,N
25650,21.0,65000.0,Mortgage,5.0,Venture,A,10000.0,6.03,0.0,0.15,3,N
25651,29.0,55000.0,Rent,3.0,Homeimprovement,A,8000.0,11.0,0.0,0.03,7,N
25652,36.0,35000.0,Rent,1.0,Venture,B,10000.0,11.0,0.0,0.29,15,N
25653,26.0,71000.0,Rent,5.0,Medical,B,13500.0,12.69,0.0,0.19,3,N
25654,23.0,163000.0,Own,5.0,Education,B,10000.0,11.36,0.0,0.06,2,N
25655,22.0,96000.0,Mortgage,3.0,Education,C,11400.0,13.04,0.0,0.12,2,Y
25656,32.0,300000.0,Mortgage,2.0,Medical,C,24000.0,12.87,0.0,0.08,10,N
25657,37.0,89532.0,Rent,9.0,Medical,B,6600.0,12.53,0.0,0.07,12,N
25658,23.0,120000.0,Mortgage,5.0,Education,A,14000.0,11.0,0.0,0.12,3,N
25659,25.0,30000.0,Rent,4.0,Education,C,2000.0,14.22,0.0,0.07,2,N
25660,21.0,27600.0,Own,3.0,Education,C,1000.0,15.27,0.0,0.04,3,Y
25661,28.0,42000.0,Rent,7.0,Medical,A,2250.0,6.99,1.0,0.05,8,N
25662,38.0,75971.0,Mortgage,10.0,Homeimprovement,D,18125.0,14.84,0.0,0.24,12,Y
25663,22.0,28800.0,Rent,2.0,Venture,A,14000.0,7.9,1.0,0.49,2,N
25664,31.0,95004.0,Mortgage,3.0,Personal,D,8000.0,15.99,1.0,0.15,8,N
25665,39.0,68640.0,Rent,2.0,Medical,B,12000.0,9.33,0.0,0.17,16,N
25666,38.0,110000.0,Mortgage,5.0,Personal,B,16000.0,11.99,0.0,0.15,17,N
25667,23.0,50000.0,Mortgage,2.0,Personal,B,4000.0,11.86,0.0,0.08,3,N
25668,26.0,150000.0,Mortgage,10.0,Debtconsolidation,B,14000.0,10.36,0.0,0.09,3,N
25669,28.0,41000.0,Rent,10.0,Debtconsolidation,C,1500.0,14.79,0.0,0.04,6,Y
25670,27.0,90000.0,Rent,7.0,Venture,C,10000.0,14.27,0.0,0.11,8,Y
25671,30.0,14400.0,Own,2.0,Venture,B,1000.0,10.62,0.0,0.07,10,N
25672,36.0,68000.0,Other,2.0,Personal,A,7200.0,9.63,0.0,0.11,15,N
25673,33.0,68508.0,Rent,17.0,Medical,A,7000.0,8.0,0.0,0.1,6,N
25674,36.0,122000.0,Rent,2.0,Homeimprovement,A,15000.0,11.0,0.0,0.12,17,N
25675,24.0,83290.0,Mortgage,5.0,Debtconsolidation,A,6000.0,9.32,1.0,0.07,3,N
25676,31.0,26000.0,Mortgage,1.0,Homeimprovement,C,2400.0,14.27,0.0,0.09,9,N
25677,23.0,98400.0,Mortgage,7.0,Education,A,9000.0,6.62,0.0,0.09,4,N
25678,35.0,76000.0,Rent,2.0,Venture,C,1000.0,13.49,0.0,0.01,8,N
25679,21.0,57500.0,Mortgage,6.0,Venture,A,4000.0,7.9,0.0,0.07,3,N
25680,29.0,33000.0,Rent,2.0,Education,B,7200.0,11.71,1.0,0.22,10,N
25681,21.0,36000.0,Rent,3.0,Homeimprovement,B,11000.0,10.37,1.0,0.31,4,N
25682,22.0,27259.0,Rent,1.0,Education,B,2400.0,10.59,0.0,0.09,2,N
25683,30.0,54000.0,Rent,9.0,Homeimprovement,C,15000.0,14.27,1.0,0.28,8,Y
25684,26.0,30576.0,Mortgage,10.0,Medical,D,3000.0,14.46,1.0,0.1,2,Y
25685,32.0,106000.0,Rent,14.0,Debtconsolidation,E,25000.0,16.63,1.0,0.24,7,Y
25686,23.0,20000.0,Rent,1.0,Personal,A,3200.0,7.14,0.0,0.16,4,N
25687,24.0,40000.0,Rent,0.0,Medical,A,10000.0,5.79,0.0,0.25,2,N
25688,22.0,70000.0,Rent,4.0,Venture,A,7550.0,7.51,0.0,0.11,2,N
25689,32.0,85000.0,Mortgage,3.0,Venture,E,8000.0,18.79,0.0,0.09,5,Y
25690,39.0,17721.0,Own,0.0,Debtconsolidation,C,3975.0,11.97,1.0,0.22,15,Y
25691,27.0,19498.0,Rent,3.0,Homeimprovement,A,9575.0,6.62,1.0,0.49,9,N
25692,23.0,96000.0,Own,8.0,Medical,C,8000.0,13.49,0.0,0.08,3,N
25693,32.0,50000.0,Own,16.0,Homeimprovement,A,8000.0,7.49,0.0,0.16,9,N
25694,23.0,88000.0,Mortgage,7.0,Medical,C,12000.0,11.0,0.0,0.14,2,Y
25695,23.0,36000.0,Own,3.0,Education,A,8500.0,7.51,0.0,0.24,3,N
25696,28.0,59004.0,Mortgage,1.0,Debtconsolidation,A,8000.0,7.37,1.0,0.14,10,N
25697,32.0,75000.0,Rent,3.0,Venture,D,12800.0,14.74,0.0,0.17,9,Y
25698,25.0,37700.0,Mortgage,7.0,Education,B,9000.0,11.58,1.0,0.24,2,N
25699,25.0,47000.0,Rent,1.0,Debtconsolidation,A,9000.0,7.51,0.0,0.19,3,N
